ID,Class
9078,C
9079,A
9080,S
9081,J
9082,O
9083,E
9084,B
9085,N
9086,S
9087,T
9088,T
9089,I
9090,A
9091,N
9092,S
9093,E
9094,S
9095,E
9096,O
9097,A
9098,4
9099,B
9100,A
9101,E
9102,N
9103,R
9104,E
9105,k
9106,N
9107,S
9108,P
9109,2
9110,E
9111,I
9112,M
9113,h
9114,C
9115,S
9116,M
9117,S
9118,S
9119,A
9120,S
9121,T
9122,s
9123,S
9124,R
9125,C
9126,E
9127,R
9128,a
9129,1
9130,C
9131,a
9132,C
9133,A
9134,C
9135,m
9136,I
9137,A
9138,I
9139,O
9140,E
9141,A
9142,E
9143,A
9144,S
9145,O
9146,O
9147,T
9148,B
9149,I
9150,T
9151,A
9152,A
9153,C
9154,O
9155,A
9156,m
9157,I
9158,G
9159,A
9160,7
9161,N
9162,S
9163,A
9164,A
9165,A
9166,S
9167,e
9168,T
9169,O
9170,Y
9171,T
9172,I
9173,I
9174,B
9175,e
9176,A
9177,I
9178,T
9179,D
9180,T
9181,Y
9182,M
9183,T
9184,n
9185,a
9186,X
9187,E
9188,n
9189,a
9190,1
9191,M
9192,S
9193,r
9194,B
9195,M
9196,e
9197,E
9198,S
9199,R
9200,C
9201,B
9202,C
9203,N
9204,R
9205,s
9206,E
9207,O
9208,X
9209,S
9210,A
9211,N
9212,M
9213,T
9214,P
9215,E
9216,S
9217,D
9218,Z
9219,d
9220,R
9221,S
9222,E
9223,S
9224,E
9225,T
9226,n
9227,I
9228,2
9229,O
9230,S
9231,r
9232,i
9233,N
9234,E
9235,R
9236,S
9237,A
9238,E
9239,K
9240,P
9241,K
9242,A
9243,I
9244,A
9245,S
9246,4
9247,E
9248,R
9249,a
9250,a
9251,e
9252,1
9253,I
9254,M
9255,C
9256,i
9257,R
9258,N
9259,H
9260,S
9261,A
9262,N
9263,n
9264,r
9265,A
9266,O
9267,i
9268,n
9269,I
9270,A
9271,U
9272,e
9273,R
9274,S
9275,I
9276,a
9277,F
9278,F
9279,b
9280,n
9281,I
9282,E
9283,u
9284,i
9285,A
9286,T
9287,A
9288,e
9289,R
9290,O
9291,E
9292,N
9293,A
9294,L
9295,E
9296,h
9297,S
9298,E
9299,C
9300,T
9301,A
9302,H
9303,A
9304,A
9305,T
9306,A
9307,u
9308,S
9309,E
9310,S
9311,T
9312,E
9313,E
9314,A
9315,i
9316,A
9317,E
9318,A
9319,E
9320,A
9321,D
9322,S
9323,A
9324,S
9325,S
9326,S
9327,E
9328,O
9329,u
9330,A
9331,e
9332,L
9333,N
9334,T
9335,Y
9336,N
9337,I
9338,E
9339,I
9340,N
9341,O
9342,A
9343,A
9344,G
9345,R
9346,A
9347,O
9348,2
9349,i
9350,T
9351,S
9352,O
9353,E
9354,4
9355,N
9356,A
9357,V
9358,L
9359,A
9360,A
9361,S
9362,O
9363,E
9364,E
9365,R
9366,O
9367,A
9368,O
9369,B
9370,O
9371,H
9372,O
9373,L
9374,9
9375,V
9376,C
9377,E
9378,A
9379,N
9380,A
9381,F
9382,S
9383,o
9384,N
9385,O
9386,A
9387,3
9388,A
9389,a
9390,m
9391,E
9392,m
9393,E
9394,N
9395,E
9396,N
9397,Z
9398,B
9399,2
9400,N
9401,E
9402,o
9403,s
9404,e
9405,O
9406,O
9407,C
9408,M
9409,E
9410,B
9411,A
9412,M
9413,A
9414,I
9415,E
9416,A
9417,B
9418,O
9419,u
9420,E
9421,E
9422,E
9423,h
9424,C
9425,N
9426,I
9427,T
9428,S
9429,E
9430,n
9431,A
9432,e
9433,P
9434,R
9435,E
9436,a
9437,R
9438,I
9439,L
9440,E
9441,I
9442,N
9443,A
9444,N
9445,O
9446,T
9447,T
9448,R
9449,6
9450,A
9451,A
9452,O
9453,e
9454,S
9455,N
9456,B
9457,S
9458,O
9459,P
9460,R
9461,i
9462,D
9463,i
9464,G
9465,M
9466,A
9467,E
9468,e
9469,R
9470,t
9471,S
9472,A
9473,A
9474,O
9475,t
9476,O
9477,A
9478,A
9479,a
9480,R
9481,a
9482,A
9483,G
9484,t
9485,A
9486,N
9487,N
9488,S
9489,A
9490,R
9491,n
9492,E
9493,N
9494,Y
9495,S
9496,S
9497,S
9498,R
9499,R
9500,A
9501,N
9502,I
9503,E
9504,E
9505,A
9506,7
9507,E
9508,h
9509,X
9510,9
9511,M
9512,A
9513,T
9514,A
9515,2
9516,E
9517,G
9518,a
9519,T
9520,A
9521,D
9522,N
9523,T
9524,A
9525,e
9526,T
9527,E
9528,P
9529,I
9530,R
9531,E
9532,A
9533,I
9534,i
9535,F
9536,S
9537,I
9538,A
9539,S
9540,a
9541,A
9542,S
9543,O
9544,C
9545,G
9546,E
9547,D
9548,M
9549,a
9550,S
9551,B
9552,O
9553,C
9554,P
9555,E
9556,E
9557,O
9558,I
9559,R
9560,2
9561,O
9562,A
9563,R
9564,A
9565,I
9566,A
9567,T
9568,R
9569,A
9570,A
9571,R
9572,E
9573,N
9574,N
9575,E
9576,M
9577,L
9578,S
9579,N
9580,E
9581,a
9582,J
9583,A
9584,R
9585,A
9586,L
9587,L
9588,I
9589,O
9590,L
9591,E
9592,A
9593,A
9594,O
9595,S
9596,O
9597,e
9598,C
9599,N
9600,2
9601,I
9602,E
9603,a
9604,S
9605,2
9606,I
9607,A
9608,C
9609,A
9610,h
9611,n
9612,R
9613,A
9614,e
9615,A
9616,O
9617,L
9618,E
9619,S
9620,O
9621,A
9622,O
9623,I
9624,A
9625,O
9626,A
9627,i
9628,E
9629,A
9630,M
9631,A
9632,O
9633,e
9634,r
9635,A
9636,R
9637,n
9638,A
9639,2
9640,S
9641,M
9642,O
9643,a
9644,O
9645,O
9646,D
9647,T
9648,E
9649,T
9650,O
9651,i
9652,R
9653,N
9654,P
9655,E
9656,A
9657,E
9658,A
9659,B
9660,C
9661,T
9662,A
9663,q
9664,A
9665,T
9666,i
9667,O
9668,N
9669,N
9670,L
9671,a
9672,m
9673,C
9674,1
9675,t
9676,E
9677,X
9678,O
9679,A
9680,T
9681,G
9682,R
9683,R
9684,O
9685,S
9686,E
9687,S
9688,3
9689,O
9690,W
9691,C
9692,B
9693,T
9694,1
9695,O
9696,M
9697,A
9698,N
9699,1
9700,I
9701,a
9702,A
9703,E
9704,A
9705,I
9706,E
9707,T
9708,n
9709,R
9710,C
9711,Z
9712,O
9713,A
9714,C
9715,E
9716,R
9717,t
9718,R
9719,A
9720,T
9721,S
9722,U
9723,w
9724,C
9725,C
9726,T
9727,L
9728,A
9729,C
9730,S
9731,N
9732,A
9733,E
9734,a
9735,H
9736,A
9737,A
9738,S
9739,F
9740,h
9741,R
9742,R
9743,n
9744,T
9745,A
9746,R
9747,R
9748,I
9749,E
9750,A
9751,A
9752,O
9753,s
9754,N
9755,X
9756,S
9757,I
9758,n
9759,N
9760,R
9761,T
9762,J
9763,R
9764,R
9765,E
9766,R
9767,A
9768,H
9769,I
9770,E
9771,A
9772,S
9773,I
9774,e
9775,A
9776,E
9777,E
9778,7
9779,I
9780,T
9781,D
9782,A
9783,O
9784,E
9785,N
9786,A
9787,a
9788,i
9789,I
9790,O
9791,N
9792,C
9793,T
9794,M
9795,N
9796,O
9797,r
9798,T
9799,i
9800,Z
9801,A
9802,E
9803,S
9804,I
9805,N
9806,7
9807,E
9808,C
9809,S
9810,R
9811,E
9812,R
9813,L
9814,X
9815,S
9816,E
9817,A
9818,I
9819,R
9820,L
9821,A
9822,N
9823,d
9824,O
9825,X
9826,s
9827,e
9828,S
9829,A
9830,g
9831,A
9832,T
9833,a
9834,T
9835,O
9836,O
9837,C
9838,A
9839,a
9840,B
9841,N
9842,R
9843,I
9844,E
9845,S
9846,F
9847,O
9848,R
9849,A
9850,2
9851,O
9852,R
9853,S
9854,B
9855,H
9856,O
9857,L
9858,A
9859,i
9860,T
9861,S
9862,S
9863,N
9864,O
9865,A
9866,R
9867,C
9868,E
9869,a
9870,I
9871,B
9872,A
9873,T
9874,S
9875,T
9876,Y
9877,E
9878,N
9879,2
9880,E
9881,R
9882,A
9883,S
9884,S
9885,N
9886,7
9887,D
9888,O
9889,E
9890,S
9891,A
9892,G
9893,O
9894,R
9895,O
9896,E
9897,O
9898,C
9899,O
9900,A
9901,N
9902,E
9903,N
9904,A
9905,A
9906,T
9907,i
9908,S
9909,w
9910,A
9911,3
9912,S
9913,A
9914,E
9915,R
9916,I
9917,O
9918,m
9919,R
9920,E
9921,A
9922,H
9923,O
9924,I
9925,N
9926,N
9927,M
9928,R
9929,G
9930,E
9931,1
9932,S
9933,O
9934,C
9935,P
9936,A
9937,R
9938,C
9939,I
9940,I
9941,i
9942,C
9943,F
9944,R
9945,C
9946,r
9947,N
9948,E
9949,I
9950,V
9951,A
9952,S
9953,A
9954,A
9955,R
9956,C
9957,I
9958,E
9959,R
9960,r
9961,I
9962,A
9963,s
9964,S
9965,Y
9966,A
9967,I
9968,I
9969,R
9970,u
9971,a
9972,N
9973,S
9974,l
9975,k
9976,S
9977,O
9978,T
9979,w
9980,C
9981,O
9982,S
9983,P
9984,T
9985,I
9986,A
9987,I
9988,S
9989,A
9990,R
9991,S
9992,T
9993,X
9994,M
9995,O
9996,O
9997,S
9998,E
9999,F
10000,T
10001,S
10002,E
10003,M
10004,D
10005,A
10006,A
10007,S
10008,r
10009,E
10010,I
10011,I
10012,e
10013,R
10014,A
10015,6
10016,S
10017,S
10018,T
10019,h
10020,A
10021,R
10022,S
10023,a
10024,X
10025,0
10026,O
10027,O
10028,C
10029,n
10030,C
10031,O
10032,e
10033,n
10034,A
10035,i
10036,A
10037,2
10038,E
10039,R
10040,O
10041,L
10042,C
10043,D
10044,A
10045,O
10046,O
10047,A
10048,N
10049,O
10050,C
10051,I
10052,I
10053,E
10054,7
10055,S
10056,O
10057,4
10058,I
10059,R
10060,P
10061,E
10062,A
10063,A
10064,V
10065,E
10066,I
10067,O
10068,d
10069,T
10070,E
10071,O
10072,O
10073,O
10074,S
10075,L
10076,E
10077,O
10078,P
10079,A
10080,N
10081,T
10082,E
10083,C
10084,O
10085,C
10086,S
10087,O
10088,N
10089,s
10090,n
10091,N
10092,E
10093,O
10094,R
10095,r
10096,A
10097,O
10098,A
10099,A
10100,D
10101,E
10102,O
10103,B
10104,R
10105,T
10106,E
10107,O
10108,A
10109,Y
10110,N
10111,N
10112,C
10113,A
10114,E
10115,A
10116,h
10117,A
10118,S
10119,6
10120,T
10121,R
10122,O
10123,G
10124,C
10125,V
10126,O
10127,s
10128,R
10129,O
10130,N
10131,A
10132,2
10133,e
10134,R
10135,A
10136,N
10137,K
10138,D
10139,A
10140,A
10141,E
10142,E
10143,S
10144,i
10145,T
10146,A
10147,r
10148,S
10149,E
10150,E
10151,S
10152,A
10153,S
10154,M
10155,I
10156,A
10157,N
10158,1
10159,E
10160,E
10161,e
10162,C
10163,O
10164,O
10165,I
10166,S
10167,T
10168,a
10169,T
10170,S
10171,S
10172,A
10173,R
10174,N
10175,T
10176,i
10177,T
10178,R
10179,T
10180,I
10181,O
10182,R
10183,A
10184,S
10185,S
10186,R
10187,O
10188,T
10189,T
10190,A
10191,A
10192,E
10193,R
10194,T
10195,A
10196,w
10197,S
10198,A
10199,r
10200,e
10201,s
10202,H
10203,N
10204,S
10205,t
10206,A
10207,E
10208,L
10209,T
10210,B
10211,L
10212,I
10213,C
10214,M
10215,C
10216,E
10217,T
10218,B
10219,T
10220,R
10221,C
10222,O
10223,E
10224,A
10225,E
10226,B
10227,O
10228,R
10229,e
10230,O
10231,E
10232,S
10233,X
10234,h
10235,E
10236,X
10237,T
10238,X
10239,A
10240,a
10241,S
10242,U
10243,N
10244,T
10245,S
10246,P
10247,t
10248,R
10249,N
10250,A
10251,4
10252,C
10253,T
10254,A
10255,L
10256,n
10257,a
10258,r
10259,r
10260,A
10261,A
10262,E
10263,6
10264,E
10265,T
10266,O
10267,S
10268,i
10269,O
10270,M
10271,N
10272,A
10273,P
10274,D
10275,r
10276,n
10277,R
10278,i
10279,A
10280,H
10281,O
10282,I
10283,A
10284,T
10285,O
10286,I
10287,B
10288,N
10289,O
10290,O
10291,R
10292,O
10293,Y
10294,R
10295,I
10296,U
10297,e
10298,G
10299,E
10300,h
10301,L
10302,2
10303,T
10304,O
10305,S
10306,I
10307,N
10308,O
10309,C
10310,N
10311,I
10312,E
10313,O
10314,C
10315,N
10316,L
10317,I
10318,E
10319,S
10320,r
10321,3
10322,i
10323,n
10324,G
10325,E
10326,S
10327,I
10328,I
10329,T
10330,N
10331,M
10332,N
10333,O
10334,R
10335,E
10336,F
10337,R
10338,O
10339,i
10340,G
10341,T
10342,I
10343,C
10344,3
10345,R
10346,O
10347,R
10348,O
10349,A
10350,n
10351,a
10352,E
10353,O
10354,C
10355,O
10356,A
10357,E
10358,H
10359,C
10360,A
10361,P
10362,T
10363,I
10364,s
10365,E
10366,L
10367,N
10368,a
10369,i
10370,I
10371,n
10372,I
10373,O
10374,A
10375,E
10376,q
10377,A
10378,A
10379,z
10380,T
10381,A
10382,s
10383,E
10384,P
10385,J
10386,l
10387,S
10388,N
10389,S
10390,S
10391,e
10392,a
10393,s
10394,A
10395,N
10396,E
10397,S
10398,6
10399,A
10400,d
10401,D
10402,S
10403,R
10404,R
10405,N
10406,E
10407,F
10408,E
10409,H
10410,O
10411,a
10412,S
10413,T
10414,A
10415,T
10416,N
10417,I
10418,E
10419,O
10420,T
10421,1
10422,R
10423,C
10424,G
10425,O
10426,C
10427,M
10428,A
10429,R
10430,I
10431,A
10432,A
10433,E
10434,a
10435,v
10436,E
10437,A
10438,O
10439,I
10440,e
10441,P
10442,I
10443,n
10444,L
10445,A
10446,I
10447,I
10448,E
10449,l
10450,A
10451,O
10452,R
10453,A
10454,L
10455,O
10456,E
10457,R
10458,A
10459,L
10460,S
10461,6
10462,O
10463,E
10464,I
10465,y
10466,B
10467,O
10468,T
10469,A
10470,O
10471,O
10472,C
10473,a
10474,R
10475,N
10476,m
10477,E
10478,R
10479,I
10480,T
10481,I
10482,a
10483,A
10484,G
10485,T
10486,A
10487,S
10488,P
10489,E
10490,N
10491,A
10492,S
10493,O
10494,m
10495,E
10496,G
10497,N
10498,B
10499,T
10500,S
10501,E
10502,E
10503,L
10504,N
10505,S
10506,L
10507,T
10508,K
10509,A
10510,T
10511,p
10512,T
10513,R
10514,A
10515,A
10516,O
10517,T
10518,R
10519,A
10520,N
10521,N
10522,C
10523,O
10524,R
10525,I
10526,M
10527,O
10528,T
10529,N
10530,9
10531,R
10532,N
10533,T
10534,S
10535,O
10536,E
10537,B
10538,O
10539,4
10540,M
10541,P
10542,E
10543,X
10544,A
10545,M
10546,O
10547,G
10548,X
10549,A
10550,N
10551,L
10552,E
10553,h
10554,N
10555,T
10556,i
10557,S
10558,E
10559,L
10560,R
10561,l
10562,D
10563,v
10564,a
10565,8
10566,R
10567,M
10568,R
10569,M
10570,e
10571,A
10572,O
10573,F
10574,N
10575,A
10576,t
10577,M
10578,E
10579,O
10580,I
10581,C
10582,S
10583,A
10584,A
10585,A
10586,A
10587,O
10588,T
10589,E
10590,S
10591,R
10592,E
10593,S
10594,O
10595,A
10596,E
10597,R
10598,I
10599,A
10600,S
10601,C
10602,A
10603,E
10604,q
10605,A
10606,I
10607,E
10608,i
10609,D
10610,n
10611,E
10612,O
10613,C
10614,T
10615,T
10616,I
10617,T
10618,O
10619,O
10620,S
10621,r
10622,L
10623,3
10624,S
10625,S
10626,S
10627,C
10628,A
10629,T
10630,I
10631,E
10632,A
10633,T
10634,G
10635,r
10636,L
10637,n
10638,S
10639,S
10640,h
10641,O
10642,C
10643,I
10644,S
10645,A
10646,R
10647,S
10648,T
10649,O
10650,m
10651,M
10652,n
10653,i
10654,T
10655,E
10656,A
10657,E
10658,H
10659,S
10660,R
10661,a
10662,N
10663,J
10664,S
10665,w
10666,O
10667,A
10668,L
10669,L
10670,a
10671,A
10672,I
10673,L
10674,A
10675,N
10676,A
10677,T
10678,N
10679,A
10680,R
10681,m
10682,R
10683,O
10684,O
10685,A
10686,8
10687,a
10688,A
10689,P
10690,O
10691,O
10692,T
10693,E
10694,A
10695,3
10696,N
10697,E
10698,R
10699,8
10700,T
10701,I
10702,A
10703,A
10704,I
10705,T
10706,A
10707,V
10708,m
10709,S
10710,A
10711,A
10712,T
10713,t
10714,T
10715,D
10716,a
10717,a
10718,S
10719,m
10720,R
10721,O
10722,B
10723,e
10724,S
10725,I
10726,E
10727,I
10728,A
10729,L
10730,A
10731,S
10732,N
10733,L
10734,N
10735,C
10736,E
10737,l
10738,D
10739,O
10740,E
10741,H
10742,L
10743,O
10744,O
10745,a
10746,m
10747,N
10748,E
10749,C
10750,A
10751,A
10752,N
10753,C
10754,T
10755,R
10756,R
10757,A
10758,R
10759,3
10760,E
10761,s
10762,A
10763,R
10764,M
10765,S
10766,S
10767,T
10768,R
10769,I
10770,A
10771,A
10772,I
10773,S
10774,R
10775,I
10776,T
10777,I
10778,n
10779,M
10780,E
10781,N
10782,I
10783,R
10784,e
10785,A
10786,R
10787,n
10788,8
10789,n
10790,T
10791,E
10792,E
10793,A
10794,Y
10795,I
10796,U
10797,B
10798,N
10799,i
10800,S
10801,D
10802,N
10803,E
10804,t
10805,E
10806,O
10807,e
10808,a
10809,T
10810,I
10811,A
10812,A
10813,E
10814,S
10815,A
10816,E
10817,G
10818,O
10819,i
10820,r
10821,G
10822,R
10823,S
10824,O
10825,A
10826,e
10827,E
10828,E
10829,M
10830,T
10831,O
10832,O
10833,A
10834,3
10835,G
10836,r
10837,N
10838,A
10839,C
10840,E
10841,S
10842,V
10843,T
10844,a
10845,A
10846,N
10847,M
10848,I
10849,E
10850,G
10851,X
10852,R
10853,A
10854,E
10855,E
10856,T
10857,O
10858,O
10859,N
10860,2
10861,R
10862,H
10863,N
10864,O
10865,S
10866,T
10867,E
10868,7
10869,A
10870,I
10871,I
10872,O
10873,G
10874,a
10875,E
10876,S
10877,T
10878,b
10879,n
10880,A
10881,E
10882,C
10883,N
10884,E
10885,C
10886,N
10887,R
10888,P
10889,R
10890,R
10891,E
10892,I
10893,S
10894,i
10895,S
10896,E
10897,G
10898,h
10899,C
10900,E
10901,I
10902,O
10903,I
10904,e
10905,O
10906,3
10907,S
10908,E
10909,F
10910,N
10911,A
10912,O
10913,O
10914,M
10915,T
10916,C
10917,n
10918,i
10919,I
10920,R
10921,K
10922,t
10923,A
10924,M
10925,T
10926,M
10927,E
10928,n
10929,I
10930,N
10931,O
10932,A
10933,E
10934,L
10935,I
10936,R
10937,M
10938,i
10939,N
10940,N
10941,C
10942,T
10943,A
10944,S
10945,O
10946,E
10947,I
10948,N
10949,F
10950,C
10951,T
10952,A
10953,A
10954,A
10955,S
10956,6
10957,A
10958,e
10959,d
10960,O
10961,A
10962,A
10963,S
10964,C
10965,T
10966,S
10967,O
10968,E
10969,E
10970,C
10971,S
10972,e
10973,O
10974,E
10975,I
10976,n
10977,R
10978,O
10979,R
10980,A
10981,1
10982,S
10983,C
10984,7
10985,R
10986,n
10987,E
10988,N
10989,N
10990,R
10991,T
10992,E
10993,E
10994,G
10995,O
10996,O
10997,S
10998,O
10999,O
11000,A
11001,A
11002,A
11003,E
11004,O
11005,R
11006,A
11007,O
11008,I
11009,O
11010,L
11011,I
11012,R
11013,A
11014,R
11015,M
11016,S
11017,N
11018,O
11019,A
11020,S
11021,V
11022,C
11023,S
11024,O
11025,T
11026,E
11027,M
11028,O
11029,O
11030,E
11031,A
11032,I
11033,S
11034,S
11035,e
11036,A
11037,A
11038,i
11039,r
11040,A
11041,A
11042,I
11043,I
11044,E
11045,m
11046,C
11047,S
11048,A
11049,N
11050,O
11051,A
11052,S
11053,O
11054,E
11055,r
11056,G
11057,A
11058,s
11059,A
11060,A
11061,E
11062,d
11063,E
11064,N
11065,J
11066,n
11067,e
11068,D
11069,S
11070,A
11071,A
11072,E
11073,O
11074,S
11075,N
11076,A
11077,G
11078,A
11079,A
11080,S
11081,C
11082,L
11083,M
11084,I
11085,n
11086,E
11087,L
11088,2
11089,G
11090,K
11091,E
11092,E
11093,N
11094,A
11095,E
11096,N
11097,O
11098,A
11099,S
11100,N
11101,A
11102,T
11103,G
11104,E
11105,N
11106,e
11107,L
11108,I
11109,A
11110,F
11111,A
11112,E
11113,M
11114,S
11115,E
11116,n
11117,S
11118,S
11119,D
11120,3
11121,R
11122,T
11123,A
11124,E
11125,I
11126,R
11127,T
11128,O
11129,O
11130,e
11131,e
11132,N
11133,E
11134,r
11135,N
11136,R
11137,E
11138,E
11139,A
11140,B
11141,D
11142,E
11143,G
11144,I
11145,N
11146,T
11147,F
11148,B
11149,R
11150,C
11151,h
11152,I
11153,S
11154,T
11155,A
11156,M
11157,E
11158,A
11159,H
11160,G
11161,A
11162,7
11163,A
11164,O
11165,C
11166,A
11167,E
11168,O
11169,A
11170,I
11171,E
11172,A
11173,E
11174,B
11175,A
11176,A
11177,B
11178,i
11179,A
11180,Y
11181,V
11182,R
11183,R
11184,C
11185,Y
11186,O
11187,O
11188,S
11189,M
11190,E
11191,C
11192,E
11193,n
11194,m
11195,O
11196,B
11197,A
11198,O
11199,I
11200,A
11201,O
11202,A
11203,E
11204,A
11205,T
11206,G
11207,R
11208,E
11209,A
11210,O
11211,A
11212,A
11213,S
11214,i
11215,O
11216,A
11217,N
11218,E
11219,A
11220,3
11221,O
11222,I
11223,N
11224,R
11225,O
11226,S
11227,I
11228,O
11229,A
11230,R
11231,n
11232,B
11233,X
11234,a
11235,F
11236,R
11237,O
11238,O
11239,A
11240,I
11241,O
11242,A
11243,a
11244,I
11245,O
11246,8
11247,C
11248,T
11249,n
11250,P
11251,O
11252,E
11253,K
11254,E
11255,O
11256,P
11257,A
11258,T
11259,E
11260,C
11261,N
11262,A
11263,9
11264,N
11265,n
11266,E
11267,Z
11268,3
11269,O
11270,A
11271,C
11272,O
11273,N
11274,A
11275,I
11276,G
11277,D
11278,R
11279,h
11280,O
11281,l
11282,R
11283,O
11284,S
11285,E
11286,E
11287,N
11288,E
11289,I
11290,I
11291,R
11292,S
11293,O
11294,N
11295,A
11296,1
11297,C
11298,E
11299,O
11300,R
11301,D
11302,A
11303,S
11304,A
11305,I
11306,D
11307,m
11308,i
11309,E
11310,T
11311,R
11312,8
11313,t
11314,a
11315,O
11316,T
11317,C
11318,E
11319,M
11320,E
11321,S
11322,R
11323,O
11324,E
11325,T
11326,S
11327,T
11328,H
11329,O
11330,T
11331,E
11332,A
11333,l
11334,N
11335,O
11336,R
11337,A
11338,i
11339,O
11340,h
11341,C
11342,E
11343,i
11344,B
11345,A
11346,i
11347,O
11348,B
11349,O
11350,S
11351,O
11352,N
11353,C
11354,A
11355,R
11356,C
11357,E
11358,A
11359,O
11360,N
11361,r
11362,S
11363,A
11364,C
11365,A
11366,e
11367,A
11368,E
11369,R
11370,E
11371,T
11372,S
11373,e
11374,h
11375,B
11376,C
11377,X
11378,q
11379,E
11380,S
11381,W
11382,3
11383,G
11384,R
11385,G
11386,I
11387,R
11388,L
11389,M
11390,z
11391,L
11392,O
11393,P
11394,A
11395,I
11396,E
11397,O
11398,R
11399,O
11400,I
11401,I
11402,I
11403,I
11404,A
11405,N
11406,A
11407,C
11408,I
11409,H
11410,A
11411,N
11412,1
11413,T
11414,A
11415,O
11416,s
11417,T
11418,R
11419,J
11420,I
11421,O
11422,S
11423,N
11424,R
11425,2
11426,E
11427,M
11428,N
11429,N
11430,A
11431,R
11432,N
11433,L
11434,C
11435,9
11436,E
11437,R
11438,A
11439,G
11440,O
11441,R
11442,A
11443,A
11444,E
11445,O
11446,N
11447,E
11448,A
11449,Z
11450,I
11451,E
11452,N
11453,E
11454,S
11455,R
11456,Y
11457,S
11458,E
11459,e
11460,R
11461,S
11462,I
11463,A
11464,I
11465,L
11466,R
11467,S
11468,A
11469,T
11470,7
11471,E
11472,s
11473,N
11474,P
11475,O
11476,S
11477,M
11478,S
11479,T
11480,G
11481,O
11482,I
11483,Y
11484,S
11485,C
11486,I
11487,N
11488,R
11489,N
11490,O
11491,E
11492,B
11493,O
11494,S
11495,e
11496,C
11497,E
11498,s
11499,2
11500,O
11501,T
11502,E
11503,S
11504,A
11505,e
11506,S
11507,O
11508,i
11509,O
11510,S
11511,T
11512,O
11513,O
11514,E
11515,D
11516,d
11517,C
11518,H
11519,C
11520,I
11521,R
11522,S
11523,T
11524,O
11525,J
11526,I
11527,N
11528,O
11529,n
11530,G
11531,N
11532,R
11533,O
11534,A
11535,C
11536,E
11537,a
11538,r
11539,N
11540,A
11541,A
11542,N
11543,R
11544,D
11545,n
11546,2
11547,A
11548,E
11549,O
11550,C
11551,a
11552,I
11553,I
11554,r
11555,I
11556,A
11557,L
11558,R
11559,T
11560,N
11561,3
11562,I
11563,m
11564,t
11565,E
11566,d
11567,A
11568,S
11569,e
11570,X
11571,n
11572,T
11573,E
11574,T
11575,A
11576,n
11577,S
11578,O
11579,S
11580,O
11581,L
11582,O
11583,7
11584,I
11585,O
11586,N
11587,e
11588,O
11589,L
11590,2
11591,n
11592,O
11593,T
11594,O
11595,N
11596,S
11597,M
11598,N
11599,N
11600,E
11601,R
11602,A
11603,O
11604,m
11605,A
11606,O
11607,L
11608,L
11609,S
11610,T
11611,N
11612,E
11613,R
11614,A
11615,r
11616,T
11617,N
11618,S
11619,N
11620,A
11621,e
11622,m
11623,E
11624,R
11625,T
11626,I
11627,O
11628,O
11629,T
11630,T
11631,I
11632,A
11633,N
11634,A
11635,R
11636,A
11637,X
11638,M
11639,S
11640,E
11641,O
11642,C
11643,T
11644,I
11645,T
11646,H
11647,m
11648,M
11649,A
11650,E
11651,I
11652,N
11653,R
11654,O
11655,r
11656,E
11657,G
11658,E
11659,R
11660,O
11661,O
11662,S
11663,E
11664,A
11665,O
11666,S
11667,E
11668,N
11669,2
11670,I
11671,E
11672,V
11673,E
11674,N
11675,S
11676,M
11677,M
11678,A
11679,U
11680,N
11681,7
11682,R
11683,m
11684,R
11685,T
11686,T
11687,M
11688,b
11689,D
11690,i
11691,A
11692,N
11693,A
11694,e
11695,G
11696,G
11697,T
11698,C
11699,R
11700,I
11701,L
11702,X
11703,T
11704,E
11705,A
11706,8
11707,E
11708,A
11709,A
11710,e
11711,C
11712,T
11713,N
11714,8
11715,O
11716,S
11717,I
11718,E
11719,T
11720,O
11721,A
11722,n
11723,A
11724,S
11725,O
11726,m
11727,E
11728,N
11729,T
11730,E
11731,O
11732,3
11733,A
11734,A
11735,3
11736,S
11737,A
11738,E
11739,O
11740,R
11741,E
11742,R
11743,D
11744,D
11745,N
11746,V
11747,J
11748,A
11749,A
11750,E
11751,O
11752,e
11753,L
11754,E
11755,S
11756,n
11757,S
11758,I
11759,I
11760,3
11761,A
11762,M
11763,N
11764,T
11765,e
11766,t
11767,9
11768,I
11769,O
11770,I
11771,N
11772,O
11773,S
11774,O
11775,C
11776,A
11777,N
11778,E
11779,S
11780,R
11781,N
11782,s
11783,K
11784,E
11785,N
11786,I
11787,A
11788,O
11789,A
11790,a
11791,S
11792,L
11793,N
11794,O
11795,S
11796,T
11797,C
11798,I
11799,V
11800,I
11801,S
11802,B
11803,V
11804,m
11805,E
11806,A
11807,m
11808,R
11809,N
11810,O
11811,T
11812,N
11813,G
11814,E
11815,N
11816,S
11817,S
11818,y
11819,a
11820,N
11821,N
11822,Y
11823,n
11824,O
11825,E
11826,N
11827,2
11828,4
11829,S
11830,E
11831,t
11832,N
11833,C
11834,C
11835,a
11836,n
11837,m
11838,D
11839,E
11840,S
11841,O
11842,E
11843,I
11844,E
11845,Z
11846,i
11847,R
11848,T
11849,X
11850,K
11851,O
11852,R
11853,A
11854,O
11855,T
11856,T
11857,1
11858,E
11859,O
11860,A
11861,I
11862,A
11863,E
11864,T
11865,i
11866,O
11867,A
11868,n
11869,A
11870,I
11871,I
